id,time_stamp,income
394692,2002-06,46609
394692,2002-09,46515
394692,2002-12,46266
394692,2003-03,46164
394692,2003-06,46134
394692,2003-09,46230
394692,2003-12,46381
394692,2004-03,46573
394692,2004-06,46660
394692,2004-09,46868
394692,2004-12,47270
394692,2005-03,47958
394692,2005-06,48582
394692,2005-09,48914
394692,2005-12,49299
394692,2006-03,50125
394692,2006-06,50977
394692,2006-09,51822
394692,2006-12,52693
394692,2007-03,53614
394692,2007-06,54661
394692,2007-09,54939
394692,2007-12,54513
394692,2008-03,54514
394692,2008-06,55075
394692,2008-09,56067
394692,2008-12,57415
394692,2009-03,57128
394692,2009-06,56661
394692,2009-09,55410
394692,2009-12,54578
394692,2010-03,54685
394692,2010-06,55323
394692,2010-09,55767
394692,2010-12,55462
394692,2011-03,55555
394692,2011-06,55510
394692,2011-09,55698
394692,2011-12,55553
394692,2012-03,55891
394692,2012-06,56132
394692,2012-09,56541
394692,2012-12,57341
394692,2013-03,57515
394692,2013-06,57994
394692,2013-09,57752
394692,2013-12,57912
394692,2014-03,58545
394692,2014-06,59253
394692,2014-09,60126
394692,2014-12,60612
394692,2015-03,60927
394692,2015-06,60847
394692,2015-09,61076
394692,2015-12,61474
394692,2016-03,61957
394692,2016-06,62239
394692,2016-09,62470
394692,2016-12,62633
394692,2017-03,63159
394692,2017-06,63590
394692,2017-09,64039
394692,2017-12,64417
394692,2018-03,64828
394692,2018-06,65240
394692,2018-09,65651
394692,2018-12,66062
395209,1979-03,22611
395209,1979-06,23095
395209,1979-09,23441
395209,1979-12,23673
395209,1980-03,24067
395209,1980-06,24372
395209,1980-09,24646
395209,1980-12,24997
395209,1981-03,25485
395209,1981-06,25835
395209,1981-09,26363
395209,1981-12,26843
395209,1982-03,27494
395209,1982-06,28009
395209,1982-09,28619
395209,1982-12,29143
395209,1983-03,29637
395209,1983-06,30067
395209,1983-09,30473
395209,1983-12,30930
395209,1984-03,31596
395209,1984-06,32220
395209,1984-09,32959
395209,1984-12,33637
395209,1985-03,34361
395209,1985-06,34822
395209,1985-09,35408
395209,1985-12,36162
395209,1986-03,37139
395209,1986-06,38014
395209,1986-09,38846
395209,1986-12,39638
395209,1987-03,40559
395209,1987-06,41442
395209,1987-09,42128
395209,1987-12,42682
395209,1988-03,43317
395209,1988-06,43856
395209,1988-09,44468
395209,1988-12,45167
395209,1989-03,45954
395209,1989-06,46423
395209,1989-09,46607
395209,1989-12,46572
395209,1990-03,46741
395209,1990-06,46910
395209,1990-09,47188
395209,1990-12,47428
395209,1991-03,47628
395209,1991-06,47777
395209,1991-09,47819
395209,1991-12,47712
395209,1992-03,47749
395209,1992-06,47892
395209,1992-09,48018
395209,1992-12,48011
395209,1993-03,48033
395209,1993-06,47959
395209,1993-09,48043
395209,1993-12,48277
395209,1994-03,48618
395209,1994-06,49162
395209,1994-09,49627
395209,1994-12,49978
395209,1995-03,50249
395209,1995-06,50422
395209,1995-09,50659
395209,1995-12,51051
395209,1996-03,51613
395209,1996-06,52299
395209,1996-09,53006
395209,1996-12,53640
395209,1997-03,54391
395209,1997-06,55079
395209,1997-09,55744
395209,1997-12,56361
395209,1998-03,57174
395209,1998-06,58063
395209,1998-09,59240
395209,1998-12,60634
395209,1999-03,62091
395209,1999-06,63201
395209,1999-09,63960
395209,1999-12,64266
395209,2000-03,65337
395209,2000-06,66342
395209,2000-09,67243
395209,2000-12,67705
395209,2001-03,68209
395209,2001-06,68442
395209,2001-09,68491
395209,2001-12,68641
395209,2002-03,68781
395209,2002-06,69181
395209,2002-09,69319
395209,2002-12,69325
395209,2003-03,69430
395209,2003-06,69694
395209,2003-09,70280
395209,2003-12,71126
395209,2004-03,72104
395209,2004-06,73003
395209,2004-09,73895
395209,2004-12,74969
395209,2005-03,75840
395209,2005-06,76776
395209,2005-09,77637
395209,2005-12,78908
395209,2006-03,80268
395209,2006-06,81479
395209,2006-09,82415
395209,2006-12,83073
395209,2007-03,84004
395209,2007-06,85062
395209,2007-09,85720
395209,2007-12,85755
395209,2008-03,85885
395209,2008-06,86465
395209,2008-09,87142
395209,2008-12,87838
395209,2009-03,87252
395209,2009-06,87217
395209,2009-09,86782
395209,2009-12,86629
395209,2010-03,86548
395209,2010-06,87027
395209,2010-09,87363
395209,2010-12,87454
395209,2011-03,87700
395209,2011-06,87849
395209,2011-09,88199
395209,2011-12,88350
395209,2012-03,88766
395209,2012-06,89000
395209,2012-09,89423
395209,2012-12,90461
395209,2013-03,90491
395209,2013-06,90564
395209,2013-09,89800
395209,2013-12,89911
395209,2014-03,90421
395209,2014-06,91370
395209,2014-09,92123
395209,2014-12,92266
395209,2015-03,92518
395209,2015-06,92855
395209,2015-09,93719
395209,2015-12,94679
395209,2016-03,95301
395209,2016-06,95893
395209,2016-09,96541
395209,2016-12,97337
395209,2017-03,98291
395209,2017-06,99239
395209,2017-09,100118
395209,2017-12,101025
395209,2018-03,101670
395209,2018-06,102315
395209,2018-09,102961
395209,2018-12,103606
394856,1979-03,15673
394856,1979-06,15963
394856,1979-09,16269
394856,1979-12,16509
394856,1980-03,16908
394856,1980-06,17286
394856,1980-09,17617
394856,1980-12,17835
394856,1981-03,18099
394856,1981-06,18315
394856,1981-09,18679
394856,1981-12,19034
394856,1982-03,19358
394856,1982-06,19478
394856,1982-09,19675
394856,1982-12,19822
394856,1983-03,20207
394856,1983-06,20616
394856,1983-09,21046
394856,1983-12,21354
394856,1984-03,21701
394856,1984-06,22058
394856,1984-09,22430
394856,1984-12,22830
394856,1985-03,23212
394856,1985-06,23533
394856,1985-09,23838
394856,1985-12,24214
394856,1986-03,24651
394856,1986-06,25082
394856,1986-09,25484
394856,1986-12,25809
394856,1987-03,26232
394856,1987-06,26694
394856,1987-09,27150
394856,1987-12,27496
394856,1988-03,27888
394856,1988-06,28205
394856,1988-09,28454
394856,1988-12,28627
394856,1989-03,29048
394856,1989-06,29361
394856,1989-09,29595
394856,1989-12,29612
394856,1990-03,29665
394856,1990-06,29667
394856,1990-09,29785
394856,1990-12,29946
394856,1991-03,30107
394856,1991-06,30253
394856,1991-09,30366
394856,1991-12,30431
394856,1992-03,30555
394856,1992-06,30776
394856,1992-09,30990
394856,1992-12,31244
394856,1993-03,31541
394856,1993-06,31755
394856,1993-09,31934
394856,1993-12,32127
394856,1994-03,32350
394856,1994-06,32723
394856,1994-09,32990
394856,1994-12,33169
394856,1995-03,33405
394856,1995-06,33651
394856,1995-09,33889
394856,1995-12,34085
394856,1996-03,34361
394856,1996-06,34667
394856,1996-09,35035
394856,1996-12,35441
394856,1997-03,35858
394856,1997-06,36261
394856,1997-09,36583
394856,1997-12,36762
394856,1998-03,37167
394856,1998-06,37575
394856,1998-09,38259
394856,1998-12,39032
394856,1999-03,39689
394856,1999-06,40312
394856,1999-09,40506
394856,1999-12,40266
394856,2000-03,40390
394856,2000-06,40528
394856,2000-09,40722
394856,2000-12,40616
394856,2001-03,40591
394856,2001-06,40427
394856,2001-09,40248
394856,2001-12,40075
394856,2002-03,39970
394856,2002-06,39950
394856,2002-09,39923
394856,2002-12,39922
394856,2003-03,39968
394856,2003-06,40075
394856,2003-09,40182
394856,2003-12,40387
394856,2004-03,40771
394856,2004-06,41227
394856,2004-09,41702
394856,2004-12,42376
394856,2005-03,42963
394856,2005-06,43586
394856,2005-09,44071
394856,2005-12,44600
394856,2006-03,45342
394856,2006-06,46010
394856,2006-09,46672
394856,2006-12,47254
394856,2007-03,47802
394856,2007-06,48457
394856,2007-09,48735
394856,2007-12,48577
394856,2008-03,48140
394856,2008-06,48067
394856,2008-09,48084
394856,2008-12,48361
394856,2009-03,47660
394856,2009-06,47423
394856,2009-09,46633
394856,2009-12,45760
394856,2010-03,45373
394856,2010-06,45434
394856,2010-09,45683
394856,2010-12,45781
394856,2011-03,45804
394856,2011-06,45757
394856,2011-09,45770
394856,2011-12,45874
394856,2012-03,45930
394856,2012-06,46030
394856,2012-09,46215
394856,2012-12,47158
394856,2013-03,47310
394856,2013-06,47615
394856,2013-09,47181
394856,2013-12,47291
394856,2014-03,47744
394856,2014-06,48409
394856,2014-09,49013
394856,2014-12,49293
394856,2015-03,49512
394856,2015-06,49731
394856,2015-09,50210
394856,2015-12,50894
394856,2016-03,51358
394856,2016-06,51757
394856,2016-09,52231
394856,2016-12,52768
394856,2017-03,53440
394856,2017-06,54005
394856,2017-09,54587
